"","gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name"
"13832","ENSMUSG00000069755",1.79790482760416,2.98569913744056,4.73635220407624,0.000268341438990338,0.20894478109226,0.627594966009913,"Zfp125"
"17024","ENSMUSG00000118171",-5.02526570630977,-0.276992305197521,-4.67741920876587,0.000301304424865408,0.209756088414303,-0.756232019844921,"Gm50390"
"10248","ENSMUSG00000041625",0.609727151914423,3.37868926507022,4.6318307126357,0.000329641649471887,0.22065704874649,0.450411820156678,"Ggact"
"8833","ENSMUSG00000037086",-1.0753502832306,1.42336417977843,-4.58934389407034,0.000358516536727119,0.222843635899956,0.282220695080051,"Prr32"
"15621","ENSMUSG00000097141",-1.17205777000313,2.49595380926976,-4.58951481563142,0.000358395314267339,0.222843635899956,0.347803401064612,"Gm10524"
"11040","ENSMUSG00000045608",-0.736869666848246,2.50902020448585,-4.53426480582756,0.000399858002907056,0.23197095608648,0.251084295660511,"Dbx2"
"14076","ENSMUSG00000072774",0.96716194005079,1.20797200653505,4.54171919001154,0.00039398823974127,0.23197095608648,0.140258782323433,"Zfp951"
"6602","ENSMUSG00000030598",0.692315742615585,1.54066328304136,4.48286034728476,0.000442854195290823,0.244341611159642,0.0861336898452523,"Fbxo17"
"16544","ENSMUSG00000110569",0.632933732169263,2.47178366522327,4.47564198374335,0.000449260604292607,0.244341611159642,0.151743341015256,"Gm18860"
"13488","ENSMUSG00000063953",-4.46793174381812,0.899207186658266,-4.40005313623421,0.000522333611982468,0.264766623077157,-0.862656935704713,"Amd2"
"15496","ENSMUSG00000095295",1.96664482063063,2.21935995302948,4.39878823340871,0.00052365494806194,0.264766623077157,0.0269100913797198,"Gm3488"
"16623","ENSMUSG00000111942",1.96488103820228,0.204311583709947,4.37635379449918,0.000547667112777387,0.264766623077157,-0.161245966642341,"Gm5182"
"16841","ENSMUSG00000115354",1.10591440948337,0.615499299774065,4.37713800733293,0.00054680903555392,0.264766623077157,-0.263782665345327,"Gm49083"
"8447","ENSMUSG00000035686",0.644139713899016,2.56854281179504,4.35162864507683,0.000575439344407747,0.270674225677633,-0.0629803915495524,"Thrsp"
"263","ENSMUSG00000001865",-1.68409378745128,-0.548457547217283,-4.31807036564403,0.000615453943437942,0.274650267476768,-0.755955870390394,"Cpa3"
"17211","ENSMUSG00000120878",1.25196388926781,-0.412886797494476,4.32055530523107,0.00061239572129804,0.274650267476768,-0.561708069812964,"Gm56663"
"15867","ENSMUSG00000099681",-0.956783874611606,3.05606271867446,-4.28794267622311,0.000653798120886551,0.284467562397738,-0.17421914409039,"1700052K11Rik"
"10605","ENSMUSG00000042909",1.03084712386604,2.72479315887638,4.24623196158535,0.000710950003278508,0.301789606269735,-0.249788059468029,"Or52h1"
"2712","ENSMUSG00000021596",0.475135118716985,4.25483198950903,4.22998473976559,0.000734569627149998,0.304391661688537,-0.307456976500441,"Mctp1"
"8381","ENSMUSG00000035429",1.22536757785772,0.109284214142597,4.21084850427009,0.000763418728982885,0.30898929207484,-0.715549016252663,"Ptprh"
"14886","ENSMUSG00000085141",1.12900578231173,-1.08356793028159,4.17571533558428,0.00081942861921001,0.324121265652977,-1.22439160507362,"Gm13429"
"16461","ENSMUSG00000109645",-5.27835192933521,-0.104888566560766,-4.16221738709765,0.000842045612720834,0.325665818750964,-0.905461665612133,"Gm45246"
"11208","ENSMUSG00000046607",0.307620980805832,5.2007442405192,4.13132018644383,0.000896241311695683,0.339090951929384,-0.541785655718224,"Hrk"
"14116","ENSMUSG00000073164",0.734518704286326,3.41965116444014,4.10914078200867,0.00093732450996925,0.347089271734145,-0.520514003480485,"2410018L13Rik"
"17220","ENSMUSG00000120923",1.39431869373324,-0.630898372357673,4.06837545866325,0.00101790310196948,0.369074699722433,-1.01846529568083,"Gm56736"
"17107","ENSMUSG00000120118",1.78295895825619,-0.248898385222986,4.04375802596718,0.0010699406091166,0.380025435940109,-1.12333593831858,"Gm34267"
"2394","ENSMUSG00000020911",0.891703880275494,0.861652630497688,3.982450824379,0.00121160285844929,0.383395202699117,-0.790366174145812,"Krt19"
"3486","ENSMUSG00000023345",0.64690579478018,2.48450808505203,3.9972722050337,0.00117569795639555,0.383395202699117,-0.702646317386755,"Poc1a"
"8374","ENSMUSG00000035394",-0.924387373091148,-0.221340330849435,-4.00458064992522,0.00115839274287043,0.383395202699117,-1.05055017622822,"Cfap53"
"10963","ENSMUSG00000045128",0.411697781728865,8.58168557504007,4.02278329053919,0.00111640756054451,0.383395202699117,-0.783458161713966,"Rpl18a"
"15086","ENSMUSG00000087095",1.02367363060985,0.881057267567335,4.01814150648405,0.00112696496389985,0.383395202699117,-0.749971662253985,"Emx2os"
"15543","ENSMUSG00000096255",1.13200598902436,8.5132218671643,3.98582982589255,0.00120332044760935,0.383395202699117,-0.856897097246559,"Dynlt1b"
